TargetLoc	score	response
chrXII:456074-456097(+)	NA	NA
chrXII:455638-455661(+)	NA	NA
chrXII:455555-455578(-)	NA	NA
chrXII:455432-455455(+)	NA	NA
chrXII:455546-455569(-)	NA	NA
chrXII:455430-455453(+)	NA	NA
chrXII:455466-455489(+)	NA	NA
chrXII:455408-455431(+)	NA	NA
chrXII:455745-455768(-)	NA	NA
chrII:682195-682218(-)	NA	NA
chrII:682095-682118(+)	-2.85346951081699	0.0545022506371753
chrII:681967-681990(+)	1.03618184462936	0.738112618853199
chrII:681953-681976(+)	-1.3460902615429	0.206510301275061
chrII:681961-681984(+)	1.10306533067426	0.750834015521433
chrII:682018-682041(+)	-1.46427288230236	0.187814668778719
chrII:682101-682124(+)	NA	NA
chrII:682104-682127(+)	NA	NA
chrII:682118-682141(-)	NA	NA
chrII:682069-682092(-)	-0.805165704036917	0.308921610466966
chrXIV:585282-585305(-)	NA	NA
chrXIV:585522-585545(+)	1.44089263306512	0.808592842723349
chrXIV:585283-585306(-)	NA	NA
chrXIV:585284-585307(-)	NA	NA
chrXIV:585273-585296(-)	NA	NA
chrXIV:585258-585281(-)	NA	NA
chrXIV:585249-585272(-)	NA	NA
chrXIV:585236-585259(-)	NA	NA
chrXII:459989-460012(-)	NA	NA
chrXII:459902-459925(-)	NA	NA
chrXII:459847-459870(-)	NA	NA
chrXII:459740-459763(+)	NA	NA
chrXII:459870-459893(-)	NA	NA
chrXII:459859-459882(-)	NA	NA
chrXII:459821-459844(+)	NA	NA
chrXII:459929-459952(+)	NA	NA
chrXII:459930-459953(+)	NA	NA
chrXII:459874-459897(-)	NA	NA
chrIX:395682-395705(+)	-1.55034551921233	0.175036370057835
chrIX:395755-395778(+)	-1.14906760434794	0.240659430130633
chrIX:395849-395872(-)	-2.58562699310329	0.0700691906502896
chrIX:395945-395968(+)	-1.61193315880697	0.166320392862918
chrIX:395915-395938(-)	1.33049054900533	0.790921765767469
chrIX:395968-395991(-)	-1.27620969871705	0.218196107401541
chrIX:395969-395992(-)	-0.445684954475866	0.390387195224894
chrIX:395986-396009(+)	NA	NA
chrIX:395881-395904(+)	0.0525563582741269	0.513136066036224
chrIX:395858-395881(+)	-0.347517716682745	0.413984497463724
chrM:3606-3629(+)	NA	NA
chrM:3670-3693(+)	NA	NA
chrM:3615-3638(+)	NA	NA
chrM:3633-3656(+)	NA	NA
chrM:3634-3657(+)	NA	NA
chrM:3635-3658(+)	NA	NA
chrM:3660-3683(-)	NA	NA
chrM:3659-3682(-)	NA	NA
chrM:3671-3694(+)	NA	NA
chrM:3677-3700(+)	NA	NA
chrM:3996-4019(+)	NA	NA
chrM:4059-4082(-)	NA	NA
chrM:4139-4162(+)	NA	NA
chrM:3997-4020(+)	NA	NA
chrM:3998-4021(+)	NA	NA
chrM:3995-4018(+)	NA	NA
chrM:4141-4164(+)	NA	NA
chrM:4140-4163(+)	NA	NA
chrM:4153-4176(+)	NA	NA
chrM:4033-4056(+)	NA	NA
chrM:11430-11453(+)	NA	NA
chrM:11490-11513(+)	NA	NA
chrM:11491-11514(+)	NA	NA
chrM:11492-11515(+)	NA	NA
chrM:11537-11560(-)	NA	NA
chrM:11536-11559(-)	NA	NA
chrM:11535-11558(-)	NA	NA
chrM:11497-11520(+)	NA	NA
chrM:11503-11526(+)	NA	NA
chrM:11504-11527(+)	NA	NA
chrM:13698-13721(-)	NA	NA
chrM:13798-13821(+)	NA	NA
chrM:23870-23893(+)	NA	NA
chrM:23926-23949(+)	NA	NA
chrM:23992-24015(-)	NA	NA
chrM:24092-24115(-)	NA	NA
chrM:23927-23950(+)	NA	NA
chrM:23928-23951(+)	NA	NA
chrM:24121-24144(-)	NA	NA
chrM:23991-24014(-)	NA	NA
chrM:27310-27333(+)	NA	NA
chrM:27399-27422(-)	NA	NA
chrM:27380-27403(+)	NA	NA
chrM:27391-27414(-)	NA	NA
chrM:27325-27348(-)	NA	NA
chrM:27324-27347(-)	NA	NA
chrM:27323-27346(-)	NA	NA
chrM:28147-28170(+)	NA	NA
chrM:28306-28329(+)	NA	NA
chrM:28371-28394(-)	NA	NA
chrM:28372-28395(-)	NA	NA
chrM:28148-28171(+)	NA	NA
chrM:28151-28174(+)	NA	NA
chrM:28149-28172(-)	NA	NA
chrM:28153-28176(-)	NA	NA
chrM:28154-28177(-)	NA	NA
chrM:28307-28330(+)	NA	NA
chrM:30519-30542(+)	NA	NA
chrM:30823-30846(+)	NA	NA
chrM:30520-30543(+)	NA	NA
chrM:30521-30544(+)	NA	NA
chrM:30836-30859(-)	NA	NA
chrM:30588-30611(-)	NA	NA
chrM:30585-30608(-)	NA	NA
chrM:30584-30607(-)	NA	NA
chrM:30583-30606(-)	NA	NA
chrM:30582-30605(-)	NA	NA
chrM:36184-36207(+)	NA	NA
chrM:36262-36285(+)	NA	NA
chrM:36189-36212(+)	NA	NA
chrM:36200-36223(+)	NA	NA
chrM:36215-36238(-)	NA	NA
chrM:36214-36237(-)	NA	NA
chrM:36203-36226(-)	NA	NA
chrM:36192-36215(-)	NA	NA
chrM:36191-36214(-)	NA	NA
chrM:36187-36210(-)	NA	NA
chrM:46511-46534(-)	NA	NA
chrM:46510-46533(-)	NA	NA
chrM:48688-48711(+)	NA	NA
chrM:48786-48809(+)	NA	NA
chrM:48689-48712(+)	NA	NA
chrM:50706-50729(+)	NA	NA
chrM:50785-50808(-)	NA	NA
chrM:50910-50933(+)	NA	NA
chrM:50784-50807(-)	NA	NA
chrM:50711-50734(+)	NA	NA
chrM:50735-50758(-)	NA	NA
chrM:50732-50755(+)	NA	NA
chrM:50733-50756(+)	NA	NA
chrM:50736-50759(+)	NA	NA
chrM:50737-50760(+)	NA	NA
chrM:51023-51046(+)	NA	NA
chrM:51091-51114(-)	NA	NA
chrM:51234-51257(+)	NA	NA
chrM:51035-51058(+)	NA	NA
chrM:51036-51059(+)	NA	NA
chrM:51042-51065(+)	NA	NA
chrM:51062-51085(+)	NA	NA
chrM:51257-51280(+)	NA	NA
chrM:51258-51281(+)	NA	NA
chrM:51259-51282(+)	NA	NA
chrM:53811-53834(+)	NA	NA
chrM:53858-53881(-)	NA	NA
chrM:53916-53939(-)	NA	NA
chrM:53812-53835(+)	NA	NA
chrM:53813-53836(+)	NA	NA
chrM:53818-53841(+)	NA	NA
chrM:53824-53847(+)	NA	NA
chrM:53825-53848(+)	NA	NA
chrM:53913-53936(-)	NA	NA
chrM:53857-53880(-)	NA	NA
chrM:60667-60690(+)	NA	NA
chrM:60771-60794(+)	NA	NA
chrM:60858-60881(+)	NA	NA
chrM:60959-60982(+)	NA	NA
chrM:60697-60720(+)	NA	NA
chrM:60698-60721(+)	NA	NA
chrM:60772-60795(+)	NA	NA
chrM:60809-60832(+)	NA	NA
chrM:60892-60915(+)	NA	NA
chrM:60942-60965(-)	NA	NA
chrM:65547-65570(-)	NA	NA
chrM:65569-65592(-)	NA	NA
chrM:65722-65745(-)	NA	NA
chrM:65720-65743(-)	NA	NA
chrM:65721-65744(-)	NA	NA
chrM:65677-65700(+)	NA	NA
chrM:65756-65779(+)	NA	NA
chrM:65757-65780(+)	NA	NA
chrM:65758-65781(+)	NA	NA
chrM:65706-65729(+)	NA	NA
chrM:73434-73457(+)	NA	NA
chrM:73484-73507(-)	NA	NA
chrM:73597-73620(+)	NA	NA
chrM:73435-73458(+)	NA	NA
chrM:73427-73450(+)	NA	NA
chrM:73454-73477(+)	NA	NA
chrM:73455-73478(+)	NA	NA
chrM:73461-73484(-)	NA	NA
chrM:73471-73494(+)	NA	NA
chrM:73601-73624(+)	NA	NA
chrM:74147-74170(+)	NA	NA
chrM:74264-74287(-)	NA	NA
chrM:74315-74338(+)	NA	NA
chrM:74378-74401(+)	NA	NA
chrM:74201-74224(+)	NA	NA
chrM:74339-74362(+)	NA	NA
chrM:74390-74413(+)	NA	NA
chrM:74411-74434(+)	NA	NA
chrM:74412-74435(+)	NA	NA
chrM:74417-74440(+)	NA	NA
chrM:78899-78922(+)	NA	NA
chrM:79111-79134(+)	NA	NA
chrM:79112-79135(+)	NA	NA
chrM:78918-78941(-)	NA	NA
chrM:85293-85316(+)	NA	NA
chrXII:457993-458016(+)	NA	NA
chrXII:457956-457979(+)	NA	NA
chrXII:457852-457875(+)	NA	NA
chrXII:457816-457839(+)	NA	NA
chrXII:457867-457890(+)	NA	NA
chrXII:457978-458001(+)	NA	NA
chrXII:457988-458011(+)	NA	NA
chrXII:458020-458043(+)	NA	NA
chrXII:458023-458046(+)	NA	NA
chrXII:458055-458078(+)	NA	NA
chrXII:455447-455470(-)	NA	NA
chrXII:455391-455414(-)	NA	NA
chrXII:455305-455328(+)	NA	NA
chrXII:455228-455251(-)	NA	NA
chrXII:455328-455351(+)	NA	NA
chrXII:455390-455413(+)	NA	NA
chrXII:455198-455221(-)	NA	NA
chrXII:455244-455267(+)	NA	NA
chrXII:455257-455280(-)	NA	NA
chrXII:455272-455295(-)	NA	NA
chrXII:459382-459405(-)	NA	NA
chrXII:459462-459485(-)	NA	NA
chrXII:459545-459568(-)	NA	NA
chrXII:459613-459636(+)	NA	NA
chrXII:459654-459677(+)	NA	NA
chrXII:459660-459683(+)	NA	NA
chrXII:459662-459685(-)	NA	NA
chrXII:459653-459676(-)	NA	NA
chrXII:459643-459666(-)	NA	NA
chrXII:459642-459665(-)	NA	NA
chrXII:455835-455858(-)	NA	NA
chrXII:455773-455796(-)	NA	NA
chrXII:455712-455735(+)	NA	NA
chrXII:455639-455662(+)	NA	NA
chrXII:455815-455838(-)	NA	NA
chrXII:455758-455781(+)	NA	NA
chrXII:455811-455834(+)	NA	NA
chrXII:455816-455839(+)	NA	NA
chrXII:455820-455843(+)	NA	NA
chrXII:455906-455929(-)	NA	NA
chrXIII:667725-667748(+)	NA	NA
chrXIII:667694-667717(+)	-2.54849941479855	0.0725273607139967
chrXIII:667632-667655(-)	-3.44864960715342	0.0308091564851566
chrXIII:667525-667548(-)	0.527761731551989	0.628960920264756
chrXIII:667696-667719(-)	NA	NA
chrXIII:667706-667729(-)	NA	NA
chrXIII:667668-667691(+)	-1.438321566273	0.191805398210205
chrXIII:667534-667557(-)	1.97686967929738	0.878347072358713
chrXIII:667545-667568(+)	-1.45650673347034	0.189002192755584
chrXIII:667726-667749(+)	NA	NA
chrV:118338-118361(-)	NA	NA
chrV:118222-118245(+)	-1.63259590718447	0.163475058225822
chrV:118144-118167(+)	-1.88915218809446	0.131341166633442
chrV:118081-118104(+)	1.99147270689559	0.879898855664871
chrV:118125-118148(+)	0.586772645573414	0.642624298587134
chrV:118126-118149(+)	1.5656000163982	0.827155450874879
chrV:118127-118150(+)	0.526112002873588	0.628575842760998
chrV:118158-118181(+)	0.622160006540566	0.650709648799004
chrV:118188-118211(+)	-1.17241068977453	0.236419517218679
chrV:118189-118212(+)	-1.34715400644766	0.206336046414683
chrVI:131808-131831(+)	NA	NA
chrVI:131687-131710(+)	2.4839628698367	0.923009882352067
chrVI:131628-131651(-)	0.130810748574756	0.532656134262518
chrVI:131570-131593(+)	-0.604958122074251	0.353210174510383
chrVI:131817-131840(+)	NA	NA
chrVI:131797-131820(+)	NA	NA
chrVI:131831-131854(+)	NA	NA
chrVI:131835-131858(+)	NA	NA
chrVI:131836-131859(+)	NA	NA
chrVI:131783-131806(-)	NA	NA
chrVI:58790-58813(-)	NA	NA
chrVI:58771-58794(+)	NA	NA
chrVI:58636-58659(+)	-2.8889816671413	0.0527009340713503
chrVI:58594-58617(-)	0.170326604267657	0.542479003618982
chrVI:58597-58620(-)	-0.191756440504747	0.452207247283848
chrVI:58616-58639(-)	-0.983530634004321	0.272191790706249
chrVI:58619-58642(-)	-2.36763187033951	0.0856744634096804
chrVI:58794-58817(-)	NA	NA
chrVI:58760-58783(-)	NA	NA
chrVI:58759-58782(-)	-2.59040609069256	0.0697584261583503
chrVI:200089-200112(+)	NA	NA
chrVI:200019-200042(-)	-1.44818859875921	0.190280498978398
chrVI:199920-199943(+)	NA	NA
chrVI:199893-199916(+)	NA	NA
chrVI:199985-200008(+)	-1.41609661797701	0.19527424016517
chrVI:199897-199920(-)	NA	NA
chrVI:200137-200160(+)	NA	NA
chrVI:200146-200169(-)	NA	NA
chrVI:200096-200119(-)	NA	NA
chrVI:199999-200022(-)	-2.26323614110049	0.0942138415667669
chrVI:221380-221403(+)	NA	NA
chrVI:221590-221613(+)	-1.07031273923917	0.255343614366491
chrVI:221670-221693(-)	0.469848963623589	0.615348007483537
chrVI:221369-221392(-)	NA	NA
chrVI:221366-221389(+)	NA	NA
chrVI:221678-221701(-)	-0.767950636952861	0.316922591285109
chrVI:221677-221700(-)	-2.18891011524045	0.100750794243518
chrVI:221677-221700(+)	1.51014645849711	0.819082910975007
chrVI:221663-221686(-)	1.65668139768265	0.839792017022313
chrVIII:212097-212120(+)	NA	NA
chrVIII:212179-212202(+)	-2.19651130898917	0.100064212468801
chrVIII:212228-212251(+)	-0.767270476257863	0.317069852614841
chrVIII:212291-212314(+)	-0.13657911907812	0.465908199056481
chrVIII:212105-212128(+)	NA	NA
chrVIII:212180-212203(+)	-2.80792093656049	0.0568976412542562
chrVIII:212181-212204(+)	-1.16744665093478	0.23731682417902
chrVIII:212264-212287(+)	-2.7131459660622	0.0622020848377541
chrVIII:212218-212241(-)	-2.0443268827929	0.114626874533256
chrVIII:212168-212191(-)	-2.68429341677511	0.0639065520590747
chrV:441631-441654(-)	NA	NA
chrV:441761-441784(-)	-1.67695227631456	0.157499459624866
chrV:441835-441858(-)	0.361098051984051	0.589306215467723
chrV:441930-441953(+)	-0.706048779505405	0.330472502576262
chrV:441734-441757(+)	-2.91428290503019	0.0514520075680616
chrV:441632-441655(-)	NA	NA
chrV:441652-441675(-)	NA	NA
chrV:441641-441664(+)	NA	NA
chrV:441653-441676(-)	NA	NA
chrV:441721-441744(-)	NA	NA
chrVII:345849-345872(-)	1.02199034620582	0.73536011342022
chrVII:345872-345895(+)	-1.00748287000124	0.267472745998118
chrVII:345952-345975(-)	-0.0373458436648395	0.490664624072003
chrVII:345931-345954(-)	1.13189909081513	0.756189199275016
chrVII:345848-345871(-)	-1.85989249096708	0.134715583497047
chrVII:345825-345848(-)	-0.930933275012999	0.282735411604686
chrVII:345822-345845(+)	-0.425074010907556	0.395303223686293
chrVII:345821-345844(-)	-0.858723087197087	0.29760619835495
chrXIII:651948-651971(+)	NA	NA
chrXIII:651997-652020(+)	NA	NA
chrXIII:652152-652175(-)	0.503480312049268	0.623276868196289
chrXIII:652202-652225(+)	0.524812695981864	0.628272445208566
chrXIII:652250-652273(+)	-1.80192998522444	0.141616291425854
chrXIII:652249-652272(+)	-2.15461523619201	0.10390073363014
chrXIII:652247-652270(-)	0.389717971361335	0.59621480480043
chrXIII:652235-652258(+)	-1.87907614191889	0.132495025828079
chrXIII:652200-652223(-)	0.915966569374072	0.714219554078319
chrXIII:652184-652207(+)	2.41892693698412	0.918259237416626
chrX:139933-139956(-)	NA	NA
chrX:139804-139827(-)	-2.48906378060458	0.0766284147088593
chrX:139769-139792(+)	-0.268388914896706	0.433302656750256
chrX:139925-139948(+)	-2.5330771156012	0.0735716385335174
chrX:139924-139947(+)	-2.25743768420219	0.0947098335717382
chrX:139803-139826(-)	-2.26156061604733	0.0943569240918921
chrX:139898-139921(+)	-1.6052246146348	0.167252669050535
chrX:139892-139915(+)	-2.36632645105416	0.0857767779046847
chrX:139892-139915(-)	-1.41909012380859	0.194804263102532
chrIV:1402575-1402598(-)	NA	NA
chrIV:1402668-1402691(+)	-0.725988222139201	0.326075701082462
chrIV:1402761-1402784(-)	-0.802112226006714	0.309573874647071
chrIV:1402821-1402844(-)	-0.225135144075702	0.443952747711149
chrIV:1402581-1402604(-)	NA	NA
chrIV:1402628-1402651(-)	NA	NA
chrIV:1402821-1402844(+)	0.508837622388428	0.624533946516256
chrIV:1402822-1402845(+)	0.607929503355049	0.647468349256044
chrIV:1402826-1402849(+)	1.47152234610582	0.813288664871589
chrIV:1402898-1402921(+)	-1.85804525405387	0.13493105623995
chrV:167900-167923(+)	NA	NA
chrV:167780-167803(+)	-0.89340270821445	0.29040812734782
chrV:167628-167651(+)	1.27889070145277	0.782260890105771
chrV:167575-167598(+)	NA	NA
chrV:167579-167602(+)	NA	NA
chrV:167677-167700(-)	0.378449525455524	0.593499092965516
chrV:167789-167812(+)	-1.42547008610375	0.193805478688288
chrV:167871-167894(-)	NA	NA
chrV:167870-167893(-)	NA	NA
chrV:167824-167847(-)	-2.12893492672222	0.106316145082947
chrII:307613-307636(-)	NA	NA
chrII:307587-307610(+)	NA	NA
chrII:307366-307389(+)	1.98945374870249	0.879685334805684
chrII:307612-307635(-)	NA	NA
chrII:307609-307632(+)	NA	NA
chrII:307579-307602(+)	-1.19300311049322	0.232722262155546
chrII:307671-307694(-)	NA	NA
chrII:307557-307580(+)	-1.02845670704296	0.263383413073869
chrII:307547-307570(-)	-0.657400226058685	0.341323856274417
chrXV:779800-779823(-)	NA	NA
chrXV:779903-779926(-)	-1.90736557436828	0.129277105539025
chrXV:779935-779958(-)	0.609642777317319	0.647859310451621
chrXV:780007-780030(+)	1.98039011965763	0.878722742945742
chrXV:779934-779957(-)	0.0975453177624203	0.524367011313814
chrXV:779884-779907(-)	-1.23467977377118	0.225363405579513
chrXV:779901-779924(-)	-0.202031362868793	0.449663257778519
chrXV:779861-779884(+)	-2.79484494453713	0.0576033819124991
chrXV:779949-779972(+)	-0.531554865209719	0.370154313477663
chrXV:779920-779943(-)	-0.944662343023145	0.279959533776035
chrXVI:281637-281660(-)	NA	NA
chrXVI:281571-281594(+)	-2.42128696544683	0.081563795477664
chrXVI:281541-281564(+)	-1.81443458282052	0.140103019929142
chrXVI:281395-281418(-)	-2.48062278262584	0.0772278086713397
chrXVI:281383-281406(+)	-1.23144076921069	0.225929356908526
chrXVI:281398-281421(+)	0.844118508325962	0.699331911812397
chrXVI:281369-281392(-)	NA	NA
chrXVI:281474-281497(-)	-1.37082341345185	0.202486844175689
chrXVI:281468-281491(+)	-0.164668430356918	0.458925663747001
chrXVI:281434-281457(+)	0.774950065344723	0.684590718219121
chrI:142231-142254(+)	-1.92212727702442	0.127624535038856
chrI:142260-142283(-)	0.0423637160412446	0.510589345346573
chrI:142294-142317(+)	-1.08493261970302	0.252573699635418
chrI:142307-142330(+)	-0.973793965697502	0.274124930606887
chrI:142308-142331(+)	-0.0292574951024792	0.492686147939006
chrI:142310-142333(-)	0.702173493728677	0.668669487424744
chrI:142230-142253(+)	-1.53716971967986	0.176947090987992
chrI:142208-142231(+)	-1.50486521591555	0.181701014958832
chrIII:179073-179096(+)	NA	NA
chrIII:179017-179040(+)	-1.5065374638781	0.181452507838094
chrIII:178950-178973(+)	-0.931732032588005	0.2825734547996
chrIII:178835-178858(+)	0.345194477706875	0.585451769263266
chrIII:179007-179030(-)	-0.461227878993389	0.386694577285538
chrIII:178811-178834(+)	0.676974376528123	0.663063075398397
chrIII:178862-178885(+)	2.03638813162642	0.884564972824988
chrIII:178882-178905(+)	1.49258954943686	0.816466631685676
chrIII:178883-178906(+)	0.678430192981251	0.663388242734328
chrIII:178946-178969(-)	-1.73929769489	0.149402162302306
chrXIV:230946-230969(+)	NA	NA
chrXIV:230860-230883(+)	-1.59390429769795	0.168835298448503
chrXIV:230790-230813(+)	-0.282138780748806	0.429929503648083
chrXIV:230726-230749(+)	-0.140608698405017	0.464905626692524
chrXIV:230761-230784(+)	-0.370025208402086	0.408534930342591
chrXIV:230801-230824(+)	0.133769669951801	0.533392637441259
chrXIV:230802-230825(+)	-0.464518072763951	0.385914560232976
chrXIV:230834-230857(+)	-3.08504192866409	0.0437284948332776
chrXIV:230835-230858(+)	-1.23405111204134	0.225473172986294
chrXIV:231010-231033(-)	NA	NA
chrX:140138-140161(+)	-1.73680709101486	0.149718947575651
chrX:140127-140150(-)	-2.51795167742634	0.0746092437280203
chrX:140035-140058(+)	0.424368340027052	0.6045280812885
chrX:140038-140061(+)	1.36475545648719	0.796531497024891
chrX:140090-140113(+)	-3.17906874122199	0.039961045611987
chrX:140091-140114(+)	-1.82820542849614	0.138452196522738
chrX:140092-140115(+)	-3.00499305878033	0.0472008125037869
chrX:140005-140028(+)	0.958294221689318	0.722780149938322
chrX:140006-140029(+)	0.3383533946945	0.58379048745418
chrXIV:722506-722529(+)	NA	NA
chrXIV:722467-722490(+)	NA	NA
chrXIV:722385-722408(-)	-1.2254911023735	0.226971562450919
chrXIV:722243-722266(+)	-1.23551773658845	0.225217152104354
chrXIV:722503-722526(+)	NA	NA
chrXIV:722496-722519(-)	NA	NA
chrXIV:722495-722518(-)	NA	NA
chrXIV:722530-722553(-)	NA	NA
chrXIV:722532-722555(+)	NA	NA
chrXIV:722533-722556(-)	NA	NA
chrXIII:500403-500426(+)	NA	NA
chrXIII:500314-500337(-)	NA	NA
chrXIII:500241-500264(+)	-0.811495672343078	0.307571868599572
chrXIII:500108-500131(+)	-0.449804572732975	0.389407231639052
chrXIII:500087-500110(-)	1.94238536188263	0.874613966545501
chrXIII:500398-500421(-)	NA	NA
chrXIII:500382-500405(+)	NA	NA
chrXIII:500379-500402(+)	NA	NA
chrXIII:500374-500397(-)	NA	NA
chrXIII:500370-500393(+)	NA	NA
chrX:663445-663468(+)	NA	NA
chrX:663469-663492(+)	NA	NA
chrX:663570-663593(+)	-1.10659419672294	0.248506380652766
chrX:663652-663675(+)	1.31973529307229	0.789137662816364
chrX:663448-663471(+)	NA	NA
chrX:663571-663594(+)	-0.394983077651777	0.402518303945648
chrX:663580-663603(+)	0.916672887025369	0.714363698745774
chrX:663589-663612(+)	-0.441525752234367	0.391377473149659
chrX:663614-663637(+)	-0.0244489341035997	0.493888070921727
chrX:663736-663759(-)	NA	NA
chrXII:198427-198450(+)	NA	NA
chrXII:198516-198539(-)	NA	NA
chrXII:198630-198653(-)	-0.74159263456966	0.322655976649623
chrXII:198742-198765(-)	0.0807345409412699	0.520172679187435
chrXII:198427-198450(-)	NA	NA
chrXII:198426-198449(+)	NA	NA
chrXII:198437-198460(+)	NA	NA
chrXII:198447-198470(+)	NA	NA
chrXII:198491-198514(-)	NA	NA
chrXII:198743-198766(-)	-0.0399491111124775	0.490014050260851
chrXV:842506-842529(-)	NA	NA
chrXV:842431-842454(-)	NA	NA
chrXV:842358-842381(+)	-3.49645127732324	0.0294133714757123
chrXV:842491-842514(-)	NA	NA
chrXV:842461-842484(+)	NA	NA
chrXV:842457-842480(+)	NA	NA
chrXV:842453-842476(-)	NA	NA
chrXV:842450-842473(-)	NA	NA
chrXV:842423-842446(-)	NA	NA
chrVIII:381246-381269(-)	NA	NA
chrVIII:381393-381416(+)	-0.258803210060596	0.435657928397311
chrVIII:381419-381442(+)	0.50597367063174	0.623862135608319
chrVIII:381245-381268(+)	NA	NA
chrVIII:381255-381278(+)	NA	NA
chrVIII:381243-381266(-)	NA	NA
chrVIII:381194-381217(+)	NA	NA
chrVIII:381193-381216(+)	NA	NA
chrVIII:381514-381537(+)	-3.10269312650738	0.0429963027036898
chrVIII:381400-381423(+)	-0.39569474417686	0.402347161934498
chrIII:142844-142867(+)	NA	NA
chrIII:142798-142821(+)	NA	NA
chrIII:142690-142713(+)	-0.615059066106399	0.350906022091673
chrIII:142636-142659(+)	0.877214741389734	0.706244714777767
chrIII:142830-142853(+)	NA	NA
chrIII:142823-142846(+)	NA	NA
chrIII:142753-142776(-)	-1.40061591226515	0.197718393656959
chrIII:142761-142784(-)	-2.25169796711619	0.0952031023443679
chrIII:142635-142658(+)	1.35161130675682	0.794392932288842
chrIII:142633-142656(-)	1.61690150083689	0.834367365503478
chrXII:898822-898845(-)	NA	NA
chrXII:898900-898923(-)	NA	NA
chrXII:899052-899075(-)	-0.366216861152491	0.40945547660097
chrXII:899091-899114(-)	0.910413331808296	0.713084735777896
chrXII:899155-899178(+)	-3.32769134520904	0.034633334670085
chrXII:899154-899177(+)	-2.41056036853886	0.0823709522099893
chrXII:898876-898899(+)	NA	NA
chrXII:899147-899170(-)	1.27846719295346	0.782188745792521
chrXII:898881-898904(-)	NA	NA
chrXII:898909-898932(-)	NA	NA
chrXV:759801-759824(+)	NA	NA
chrXV:759785-759808(-)	NA	NA
chrXV:759563-759586(+)	3.60849745268479	0.973622119271002
chrXV:759802-759825(+)	NA	NA
chrXV:759802-759825(-)	NA	NA
chrXV:759803-759826(-)	NA	NA
chrXV:759805-759828(+)	NA	NA
chrXV:759806-759829(+)	NA	NA
chrXV:759807-759830(+)	NA	NA
chrXV:681134-681157(+)	NA	NA
chrXV:681069-681092(+)	-1.96982917867466	0.122407235899048
chrXV:681044-681067(+)	-1.93402291057161	0.126305972985282
chrXV:680930-680953(+)	1.12169950978343	0.754303821969937
chrXV:680854-680877(+)	NA	NA
chrXV:680855-680878(+)	NA	NA
chrXV:680931-680954(+)	1.02841057070138	0.736607635797255
chrXV:681073-681096(+)	-1.27594986224123	0.21824043525927
chrXV:681074-681097(+)	-1.66752117278016	0.158754950757424
chrXV:681098-681121(+)	-1.50653230011654	0.181453274799924
chrX:228765-228788(+)	NA	NA
chrX:228698-228721(-)	-2.96345274151672	0.04910453503691
chrX:228580-228603(+)	-0.344429868374095	0.41473381200518
chrX:228514-228537(+)	1.58592602489003	0.830042151042181
chrX:228515-228538(+)	2.01757484317142	0.882630009794114
chrX:228535-228558(+)	0.183041565991441	0.545633054281715
chrX:228613-228636(+)	-1.94582663561547	0.12500913456855
chrX:228628-228651(+)	1.00284360532124	0.73161729789253
chrX:228629-228652(+)	0.516005954923552	0.626213351706157
chrX:228639-228662(+)	-0.248469294895199	0.438200293598539
chrXI:282895-282918(-)	NA	NA
chrXI:282923-282946(-)	NA	NA
